timestamp,can_id,dlc,payload,label,attack_type
2026-01-01 10:00:00.000,0x100,8,06 F0 00 00 00 00 00 00,normal,none
2026-01-01 10:00:00.100,0x101,8,37 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:00.200,0x102,8,52 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:00.300,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:00.400,0x104,8,00 05 00 00 00 00 00 00,normal,none
2026-01-01 10:00:00.500,0x100,8,07 08 00 00 00 00 00 00,normal,none
2026-01-01 10:00:00.600,0x101,8,39 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:00.700,0x102,8,53 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:00.800,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:00.900,0x104,8,00 06 00 00 00 00 00 00,normal,none
2026-01-01 10:00:01.000,0x100,8,07 20 00 00 00 00 00 00,normal,none
2026-01-01 10:00:01.100,0x101,8,3A 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:01.200,0x102,8,54 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:01.300,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:01.400,0x104,8,FF FA 00 00 00 00 00 00,normal,none
2026-01-01 10:00:01.500,0x100,8,07 38 00 00 00 00 00 00,normal,none
2026-01-01 10:00:01.600,0x101,8,3C 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:01.700,0x102,8,55 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:01.800,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:01.900,0x104,8,00 08 00 00 00 00 00 00,normal,none
2026-01-01 10:00:02.000,0x100,8,07 50 00 00 00 00 00 00,normal,none
2026-01-01 10:00:02.100,0x101,8,3D 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:02.200,0x102,8,56 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:02.300,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:02.400,0x104,8,00 07 00 00 00 00 00 00,normal,none
2026-01-01 10:00:02.500,0x100,8,07 80 00 00 00 00 00 00,normal,none
2026-01-01 10:00:02.600,0x101,8,3F 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:02.700,0x102,8,55 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:02.800,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:02.900,0x104,8,00 06 00 00 00 00 00 00,normal,none
2026-01-01 10:00:03.000,0x100,8,07 60 00 00 00 00 00 00,normal,none
2026-01-01 10:00:03.100,0x101,8,41 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:03.200,0x102,8,54 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:03.300,0x103,8,01 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:03.400,0x104,8,00 04 00 00 00 00 00 00,normal,none
